file,duplicate_of
datasets\BAD\IMG-20250215-WA0004-WPnBAz.jpg,datasets\BAD\IMG-20250215-WA0004 (1)-0EurcW.jpg
datasets\BAD\IMG-20250215-WA0004-xyapwy.jpg,datasets\BAD\IMG-20250215-WA0004 (1)-0EurcW.jpg
datasets\BAD\IMG-20250215-WA0004.jpg,datasets\BAD\IMG-20250215-WA0004 (1)-0EurcW.jpg
datasets\BAD\IMG-20250215-WA0005 (1)-av4SCC.jpg,datasets\BAD\IMG-20250215-WA0005 (1)-0d3XzM.jpg
datasets\BAD\IMG-20250215-WA0005 (1)-CggnzE.jpg,datasets\BAD\IMG-20250215-WA0005 (1)-0d3XzM.jpg
datasets\BAD\IMG-20250215-WA0005 (1)-etWlFd.jpg,datasets\BAD\IMG-20250215-WA0005 (1)-0d3XzM.jpg
datasets\BAD\IMG-20250215-WA0005 (1)-hTyZzN.jpg,datasets\BAD\IMG-20250215-WA0005 (1)-0d3XzM.jpg
datasets\BAD\IMG-20250215-WA0005 (1)-O2PmpH.jpg,datasets\BAD\IMG-20250215-WA0005 (1)-0d3XzM.jpg
datasets\BAD\IMG-20250215-WA0005 (1)-OpYjHl.jpg,datasets\BAD\IMG-20250215-WA0005 (1)-0d3XzM.jpg
datasets\BAD\IMG-20250215-WA0005 (1)-rvNNVI.jpg,datasets\BAD\IMG-20250215-WA0005 (1)-0d3XzM.jpg
datasets\BAD\IMG-20250215-WA0005 (1)-SoRaTG.jpg,datasets\BAD\IMG-20250215-WA0005 (1)-0d3XzM.jpg
datasets\BAD\IMG-20250215-WA0005 (1)-t8mKvB.jpg,datasets\BAD\IMG-20250215-WA0005 (1)-0d3XzM.jpg
datasets\BAD\IMG-20250215-WA0005 (1).jpg,datasets\BAD\IMG-20250215-WA0005 (1)-0d3XzM.jpg
datasets\BAD\IMG-20250215-WA0005-3bHTKP.jpg,datasets\BAD\IMG-20250215-WA0005 (1)-0d3XzM.jpg
datasets\BAD\IMG-20250215-WA0005-bJCjx3.jpg,datasets\BAD\IMG-20250215-WA0005 (1)-0d3XzM.jpg
datasets\BAD\IMG-20250215-WA0005-BymQMR.jpg,datasets\BAD\IMG-20250215-WA0005 (1)-0d3XzM.jpg
datasets\BAD\IMG-20250215-WA0005-LVTqTG.jpg,datasets\BAD\IMG-20250215-WA0005 (1)-0d3XzM.jpg
datasets\BAD\IMG-20250215-WA0005-P87Rqw.jpg,datasets\BAD\IMG-20250215-WA0005 (1)-0d3XzM.jpg
datasets\BAD\IMG-20250215-WA0005-QCaNT6.jpg,datasets\BAD\IMG-20250215-WA0005 (1)-0d3XzM.jpg
datasets\BAD\IMG-20250215-WA0005-t2xJH3.jpg,datasets\BAD\IMG-20250215-WA0005 (1)-0d3XzM.jpg
datasets\BAD\IMG-20250215-WA0005-Vag0G2.jpg,datasets\BAD\IMG-20250215-WA0005 (1)-0d3XzM.jpg
datasets\BAD\IMG-20250215-WA0005-Yo4Wwp.jpg,datasets\BAD\IMG-20250215-WA0005 (1)-0d3XzM.jpg
datasets\BAD\IMG-20250215-WA0005-YoYMuR.jpg,datasets\BAD\IMG-20250215-WA0005 (1)-0d3XzM.jpg
datasets\BAD\IMG-20250215-WA0005.jpg,datasets\BAD\IMG-20250215-WA0005 (1)-0d3XzM.jpg
datasets\BAD\IMG-20250215-WA0006 (1)-3MICP2.jpg,datasets\BAD\IMG-20250215-WA0006 (1)-1iLupr.jpg
datasets\BAD\IMG-20250215-WA0006 (1)-dyKA3g.jpg,datasets\BAD\IMG-20250215-WA0006 (1)-1iLupr.jpg
datasets\BAD\IMG-20250215-WA0006 (1)-ElXnGq.jpg,datasets\BAD\IMG-20250215-WA0006 (1)-1iLupr.jpg
datasets\BAD\IMG-20250215-WA0006 (1)-i391eq.jpg,datasets\BAD\IMG-20250215-WA0006 (1)-1iLupr.jpg
datasets\BAD\IMG-20250215-WA0006 (1)-jS3SBq.jpg,datasets\BAD\IMG-20250215-WA0006 (1)-1iLupr.jpg
datasets\BAD\IMG-20250215-WA0006 (1)-KYzlSW.jpg,datasets\BAD\IMG-20250215-WA0006 (1)-1iLupr.jpg
datasets\BAD\IMG-20250215-WA0006 (1)-SwDlyI.jpg,datasets\BAD\IMG-20250215-WA0006 (1)-1iLupr.jpg
datasets\BAD\IMG-20250215-WA0006 (1)-vRoCIY.jpg,datasets\BAD\IMG-20250215-WA0006 (1)-1iLupr.jpg
datasets\BAD\IMG-20250215-WA0006 (1)-vwnmSZ.jpg,datasets\BAD\IMG-20250215-WA0006 (1)-1iLupr.jpg
datasets\BAD\IMG-20250215-WA0006 (1).jpg,datasets\BAD\IMG-20250215-WA0006 (1)-1iLupr.jpg
datasets\BAD\IMG-20250215-WA0006-5YRUIE.jpg,datasets\BAD\IMG-20250215-WA0006 (1)-1iLupr.jpg
datasets\BAD\IMG-20250215-WA0006-6TKWpI.jpg,datasets\BAD\IMG-20250215-WA0006 (1)-1iLupr.jpg
datasets\BAD\IMG-20250215-WA0006-b9Oa8H.jpg,datasets\BAD\IMG-20250215-WA0006 (1)-1iLupr.jpg
datasets\BAD\IMG-20250215-WA0006-bT9UUO.jpg,datasets\BAD\IMG-20250215-WA0006 (1)-1iLupr.jpg
datasets\BAD\IMG-20250215-WA0006-HvBBGY.jpg,datasets\BAD\IMG-20250215-WA0006 (1)-1iLupr.jpg
datasets\BAD\IMG-20250215-WA0006-i4tfEe.jpg,datasets\BAD\IMG-20250215-WA0006 (1)-1iLupr.jpg
datasets\BAD\IMG-20250215-WA0006-Inc8dp.jpg,datasets\BAD\IMG-20250215-WA0006 (1)-1iLupr.jpg
datasets\BAD\IMG-20250215-WA0006-xOOHx6.jpg,datasets\BAD\IMG-20250215-WA0006 (1)-1iLupr.jpg
datasets\BAD\IMG-20250215-WA0006-YKuBCU.jpg,datasets\BAD\IMG-20250215-WA0006 (1)-1iLupr.jpg
datasets\BAD\IMG-20250215-WA0006-YPzwDf.jpg,datasets\BAD\IMG-20250215-WA0006 (1)-1iLupr.jpg
datasets\BAD\IMG-20250215-WA0006.jpg,datasets\BAD\IMG-20250215-WA0006 (1)-1iLupr.jpg
datasets\BAD\IMG-20250215-WA0007 (1)-BDzFo8.jpg,datasets\BAD\IMG-20250215-WA0007 (1)-5KhtkP.jpg
datasets\BAD\IMG-20250215-WA0007 (1)-ka8XTw.jpg,datasets\BAD\IMG-20250215-WA0007 (1)-5KhtkP.jpg
datasets\BAD\IMG-20250215-WA0007 (1)-QcgoAW.jpg,datasets\BAD\IMG-20250215-WA0007 (1)-5KhtkP.jpg
datasets\BAD\IMG-20250215-WA0007 (1)-shc5L9.jpg,datasets\BAD\IMG-20250215-WA0007 (1)-5KhtkP.jpg
datasets\BAD\IMG-20250215-WA0007 (1)-UNOPgG.jpg,datasets\BAD\IMG-20250215-WA0007 (1)-5KhtkP.jpg
datasets\BAD\IMG-20250215-WA0007 (1)-V8cOnu.jpg,datasets\BAD\IMG-20250215-WA0007 (1)-5KhtkP.jpg
datasets\BAD\IMG-20250215-WA0007 (1)-VXjmZu.jpg,datasets\BAD\IMG-20250215-WA0007 (1)-5KhtkP.jpg
datasets\BAD\IMG-20250215-WA0007 (1)-w6hGli.jpg,datasets\BAD\IMG-20250215-WA0007 (1)-5KhtkP.jpg
datasets\BAD\IMG-20250215-WA0007 (1)-WKA8Wt.jpg,datasets\BAD\IMG-20250215-WA0007 (1)-5KhtkP.jpg
datasets\BAD\IMG-20250215-WA0007 (1).jpg,datasets\BAD\IMG-20250215-WA0007 (1)-5KhtkP.jpg
datasets\BAD\IMG-20250215-WA0007-CaaBZA.jpg,datasets\BAD\IMG-20250215-WA0007 (1)-5KhtkP.jpg
datasets\BAD\IMG-20250215-WA0007-DQw7kL.jpg,datasets\BAD\IMG-20250215-WA0007 (1)-5KhtkP.jpg
datasets\BAD\IMG-20250215-WA0007-hh5zwQ.jpg,datasets\BAD\IMG-20250215-WA0007 (1)-5KhtkP.jpg
datasets\BAD\IMG-20250215-WA0007-qv1OV9.jpg,datasets\BAD\IMG-20250215-WA0007 (1)-5KhtkP.jpg
datasets\BAD\IMG-20250215-WA0007-Tqkvp2.jpg,datasets\BAD\IMG-20250215-WA0007 (1)-5KhtkP.jpg
datasets\BAD\IMG-20250215-WA0007-UBLLhI.jpg,datasets\BAD\IMG-20250215-WA0007 (1)-5KhtkP.jpg
datasets\BAD\IMG-20250215-WA0007-voNd4m.jpg,datasets\BAD\IMG-20250215-WA0007 (1)-5KhtkP.jpg
datasets\BAD\IMG-20250215-WA0007-Xlb8Ic.jpg,datasets\BAD\IMG-20250215-WA0007 (1)-5KhtkP.jpg
datasets\BAD\IMG-20250215-WA0007-xljVAo.jpg,datasets\BAD\IMG-20250215-WA0007 (1)-5KhtkP.jpg
datasets\BAD\IMG-20250215-WA0007-yHmZwt.jpg,datasets\BAD\IMG-20250215-WA0007 (1)-5KhtkP.jpg
datasets\BAD\IMG-20250215-WA0007.jpg,datasets\BAD\IMG-20250215-WA0007 (1)-5KhtkP.jpg
datasets\BAD\IMG-20250215-WA0008-9TKXSa.jpg,datasets\BAD\IMG-20250215-WA0008-5hJjgC.jpg
datasets\BAD\IMG-20250215-WA0008-by3OYz.jpg,datasets\BAD\IMG-20250215-WA0008-5hJjgC.jpg
datasets\BAD\IMG-20250215-WA0008-Jfw9mZ.jpg,datasets\BAD\IMG-20250215-WA0008-5hJjgC.jpg
datasets\BAD\IMG-20250215-WA0008-pIjNcn.jpg,datasets\BAD\IMG-20250215-WA0008-5hJjgC.jpg
datasets\BAD\IMG-20250215-WA0008-QIECKP.jpg,datasets\BAD\IMG-20250215-WA0008-5hJjgC.jpg
datasets\BAD\IMG-20250215-WA0008-R5vGNA.jpg,datasets\BAD\IMG-20250215-WA0008-5hJjgC.jpg
datasets\BAD\IMG-20250215-WA0008-RfV2jd.jpg,datasets\BAD\IMG-20250215-WA0008-5hJjgC.jpg
datasets\BAD\IMG-20250215-WA0008-rGiSJm.jpg,datasets\BAD\IMG-20250215-WA0008-5hJjgC.jpg
datasets\BAD\IMG-20250215-WA0008-W4k1f3.jpg,datasets\BAD\IMG-20250215-WA0008-5hJjgC.jpg
datasets\BAD\IMG-20250215-WA0008.jpg,datasets\BAD\IMG-20250215-WA0008-5hJjgC.jpg
datasets\BAD\IMG-20250215-WA0009-5uwPMi.jpg,datasets\BAD\IMG-20250215-WA0009-10p9lE.jpg
datasets\BAD\IMG-20250215-WA0009-984DPu.jpg,datasets\BAD\IMG-20250215-WA0009-10p9lE.jpg
datasets\BAD\IMG-20250215-WA0009-hEIbtm.jpg,datasets\BAD\IMG-20250215-WA0009-10p9lE.jpg
datasets\BAD\IMG-20250215-WA0009-pxQ4Af.jpg,datasets\BAD\IMG-20250215-WA0009-10p9lE.jpg
datasets\BAD\IMG-20250215-WA0009-QdB5tn.jpg,datasets\BAD\IMG-20250215-WA0009-10p9lE.jpg
datasets\BAD\IMG-20250215-WA0009-xfVJlL.jpg,datasets\BAD\IMG-20250215-WA0009-10p9lE.jpg
datasets\BAD\IMG-20250215-WA0009-xiJ231.jpg,datasets\BAD\IMG-20250215-WA0009-10p9lE.jpg
datasets\BAD\IMG-20250215-WA0009-YltHtD.jpg,datasets\BAD\IMG-20250215-WA0009-10p9lE.jpg
datasets\BAD\IMG-20250215-WA0009-ZVnqn1.jpg,datasets\BAD\IMG-20250215-WA0009-10p9lE.jpg
datasets\BAD\IMG-20250215-WA0009.jpg,datasets\BAD\IMG-20250215-WA0009-10p9lE.jpg
datasets\BAD\IMG-20250215-WA0010-G1sy7e.jpg,datasets\BAD\IMG-20250215-WA0010-FRSNBC.jpg
datasets\BAD\IMG-20250215-WA0010-gfVWzW.jpg,datasets\BAD\IMG-20250215-WA0010-FRSNBC.jpg
datasets\BAD\IMG-20250215-WA0010-hinqJY.jpg,datasets\BAD\IMG-20250215-WA0010-FRSNBC.jpg
datasets\BAD\IMG-20250215-WA0010-iH16aX.jpg,datasets\BAD\IMG-20250215-WA0010-FRSNBC.jpg
datasets\BAD\IMG-20250215-WA0010-Lgie5R.jpg,datasets\BAD\IMG-20250215-WA0010-FRSNBC.jpg
datasets\BAD\IMG-20250215-WA0010-nHYU9Y.jpg,datasets\BAD\IMG-20250215-WA0010-FRSNBC.jpg
datasets\BAD\IMG-20250215-WA0010-onPDY7.jpg,datasets\BAD\IMG-20250215-WA0010-FRSNBC.jpg
datasets\BAD\IMG-20250215-WA0010-qmhvl2.jpg,datasets\BAD\IMG-20250215-WA0010-FRSNBC.jpg
datasets\BAD\IMG-20250215-WA0010-UmRV7T.jpg,datasets\BAD\IMG-20250215-WA0010-FRSNBC.jpg
datasets\BAD\IMG-20250215-WA0010.jpg,datasets\BAD\IMG-20250215-WA0010-FRSNBC.jpg
datasets\BAD\IMG-20250215-WA0011-4Sb2lB.jpg,datasets\BAD\IMG-20250215-WA0011-1F06Mb.jpg
datasets\BAD\IMG-20250215-WA0011-4ToYBY.jpg,datasets\BAD\IMG-20250215-WA0011-1F06Mb.jpg
datasets\BAD\IMG-20250215-WA0011-6xqGVv.jpg,datasets\BAD\IMG-20250215-WA0011-1F06Mb.jpg
datasets\BAD\IMG-20250215-WA0011-d1Zj6U.jpg,datasets\BAD\IMG-20250215-WA0011-1F06Mb.jpg
datasets\BAD\IMG-20250215-WA0011-jDt6bN.jpg,datasets\BAD\IMG-20250215-WA0011-1F06Mb.jpg
datasets\BAD\IMG-20250215-WA0011-LACezh.jpg,datasets\BAD\IMG-20250215-WA0011-1F06Mb.jpg
datasets\BAD\IMG-20250215-WA0011-UzsKsH.jpg,datasets\BAD\IMG-20250215-WA0011-1F06Mb.jpg
datasets\BAD\IMG-20250215-WA0011-WTwDQt.jpg,datasets\BAD\IMG-20250215-WA0011-1F06Mb.jpg
datasets\BAD\IMG-20250215-WA0011-XTatCI.jpg,datasets\BAD\IMG-20250215-WA0011-1F06Mb.jpg
datasets\BAD\IMG-20250215-WA0011.jpg,datasets\BAD\IMG-20250215-WA0011-1F06Mb.jpg
datasets\BAD\IMG-20250215-WA0012-1AOvrX.jpg,datasets\BAD\IMG-20250215-WA0012-0NtRyJ.jpg
datasets\BAD\IMG-20250215-WA0012-4MkvGz.jpg,datasets\BAD\IMG-20250215-WA0012-0NtRyJ.jpg
datasets\BAD\IMG-20250215-WA0012-87Z6UC.jpg,datasets\BAD\IMG-20250215-WA0012-0NtRyJ.jpg
datasets\BAD\IMG-20250215-WA0012-CEafmf.jpg,datasets\BAD\IMG-20250215-WA0012-0NtRyJ.jpg
datasets\BAD\IMG-20250215-WA0012-HBtUAj.jpg,datasets\BAD\IMG-20250215-WA0012-0NtRyJ.jpg
datasets\BAD\IMG-20250215-WA0012-qamFAJ.jpg,datasets\BAD\IMG-20250215-WA0012-0NtRyJ.jpg
datasets\BAD\IMG-20250215-WA0012-vOLNut.jpg,datasets\BAD\IMG-20250215-WA0012-0NtRyJ.jpg
datasets\BAD\IMG-20250215-WA0012-xq5dPY.jpg,datasets\BAD\IMG-20250215-WA0012-0NtRyJ.jpg
datasets\BAD\IMG-20250215-WA0012-Z5N6LJ.jpg,datasets\BAD\IMG-20250215-WA0012-0NtRyJ.jpg
datasets\BAD\IMG-20250215-WA0012.jpg,datasets\BAD\IMG-20250215-WA0012-0NtRyJ.jpg
datasets\BAD\IMG-20250215-WA0013-8Spm3i.jpg,datasets\BAD\IMG-20250215-WA0013-5kbcRf.jpg
datasets\BAD\IMG-20250215-WA0013-az8Nyo.jpg,datasets\BAD\IMG-20250215-WA0013-5kbcRf.jpg
datasets\BAD\IMG-20250215-WA0013-gOAsVC.jpg,datasets\BAD\IMG-20250215-WA0013-5kbcRf.jpg
datasets\BAD\IMG-20250215-WA0013-iKbqJm.jpg,datasets\BAD\IMG-20250215-WA0013-5kbcRf.jpg
datasets\BAD\IMG-20250215-WA0013-pfJMCB.jpg,datasets\BAD\IMG-20250215-WA0013-5kbcRf.jpg
datasets\BAD\IMG-20250215-WA0013-Q5JcOu.jpg,datasets\BAD\IMG-20250215-WA0013-5kbcRf.jpg
datasets\BAD\IMG-20250215-WA0013-s4EPYc.jpg,datasets\BAD\IMG-20250215-WA0013-5kbcRf.jpg
datasets\BAD\IMG-20250215-WA0013-vyKfwX.jpg,datasets\BAD\IMG-20250215-WA0013-5kbcRf.jpg
datasets\BAD\IMG-20250215-WA0013-YZbARV.jpg,datasets\BAD\IMG-20250215-WA0013-5kbcRf.jpg
datasets\BAD\IMG-20250215-WA0013.jpg,datasets\BAD\IMG-20250215-WA0013-5kbcRf.jpg
datasets\BAD\IMG-20250215-WA0014-51zbgi.jpg,datasets\BAD\IMG-20250215-WA0014-4eoVHJ.jpg
datasets\BAD\IMG-20250215-WA0014-5lxcBw.jpg,datasets\BAD\IMG-20250215-WA0014-4eoVHJ.jpg
datasets\BAD\IMG-20250215-WA0014-CVJQYQ.jpg,datasets\BAD\IMG-20250215-WA0014-4eoVHJ.jpg
datasets\BAD\IMG-20250215-WA0014-fszZ3z.jpg,datasets\BAD\IMG-20250215-WA0014-4eoVHJ.jpg
datasets\BAD\IMG-20250215-WA0014-IFoVFC.jpg,datasets\BAD\IMG-20250215-WA0014-4eoVHJ.jpg
datasets\BAD\IMG-20250215-WA0014-J6u6HU.jpg,datasets\BAD\IMG-20250215-WA0014-4eoVHJ.jpg
datasets\BAD\IMG-20250215-WA0014-OdcGme.jpg,datasets\BAD\IMG-20250215-WA0014-4eoVHJ.jpg
datasets\BAD\IMG-20250215-WA0014-oHzXGb.jpg,datasets\BAD\IMG-20250215-WA0014-4eoVHJ.jpg
datasets\BAD\IMG-20250215-WA0014-V8qV3o.jpg,datasets\BAD\IMG-20250215-WA0014-4eoVHJ.jpg
datasets\BAD\IMG-20250215-WA0014.jpg,datasets\BAD\IMG-20250215-WA0014-4eoVHJ.jpg
datasets\BAD\IMG-20250215-WA0015-bnKf3n.jpg,datasets\BAD\IMG-20250215-WA0015-BfnZ7E.jpg
datasets\BAD\IMG-20250215-WA0015-ltmwZP.jpg,datasets\BAD\IMG-20250215-WA0015-BfnZ7E.jpg
datasets\BAD\IMG-20250215-WA0015-PFKFQZ.jpg,datasets\BAD\IMG-20250215-WA0015-BfnZ7E.jpg
datasets\BAD\IMG-20250215-WA0015-Rtyoe2.jpg,datasets\BAD\IMG-20250215-WA0015-BfnZ7E.jpg
datasets\BAD\IMG-20250215-WA0015-suU7md.jpg,datasets\BAD\IMG-20250215-WA0015-BfnZ7E.jpg
datasets\BAD\IMG-20250215-WA0015-UTSlu8.jpg,datasets\BAD\IMG-20250215-WA0015-BfnZ7E.jpg
datasets\BAD\IMG-20250215-WA0015-wIO0Wr.jpg,datasets\BAD\IMG-20250215-WA0015-BfnZ7E.jpg
datasets\BAD\IMG-20250215-WA0015-yseUOY.jpg,datasets\BAD\IMG-20250215-WA0015-BfnZ7E.jpg
datasets\BAD\IMG-20250215-WA0015-zkehvo.jpg,datasets\BAD\IMG-20250215-WA0015-BfnZ7E.jpg
datasets\BAD\IMG-20250215-WA0015.jpg,datasets\BAD\IMG-20250215-WA0015-BfnZ7E.jpg
datasets\BAD\IMG-20250215-WA0016-7RoB03.jpg,datasets\BAD\IMG-20250215-WA0016-4BZkkb.jpg
datasets\BAD\IMG-20250215-WA0016-c8Rrxf.jpg,datasets\BAD\IMG-20250215-WA0016-4BZkkb.jpg
datasets\BAD\IMG-20250215-WA0016-elA5Ck.jpg,datasets\BAD\IMG-20250215-WA0016-4BZkkb.jpg
datasets\BAD\IMG-20250215-WA0016-jkrJPi.jpg,datasets\BAD\IMG-20250215-WA0016-4BZkkb.jpg
datasets\BAD\IMG-20250215-WA0016-LROjLz.jpg,datasets\BAD\IMG-20250215-WA0016-4BZkkb.jpg
datasets\BAD\IMG-20250215-WA0016-NJUZEF.jpg,datasets\BAD\IMG-20250215-WA0016-4BZkkb.jpg
datasets\BAD\IMG-20250215-WA0016-OSdtwP.jpg,datasets\BAD\IMG-20250215-WA0016-4BZkkb.jpg
datasets\BAD\IMG-20250215-WA0016-pplMhr.jpg,datasets\BAD\IMG-20250215-WA0016-4BZkkb.jpg
datasets\BAD\IMG-20250215-WA0016-qbbrHy.jpg,datasets\BAD\IMG-20250215-WA0016-4BZkkb.jpg
datasets\BAD\IMG-20250215-WA0016.jpg,datasets\BAD\IMG-20250215-WA0016-4BZkkb.jpg
datasets\BAD\IMG-20250215-WA0017-dLw0Xm.jpg,datasets\BAD\IMG-20250215-WA0017-DBW5XO.jpg
datasets\BAD\IMG-20250215-WA0017-ILqlq7.jpg,datasets\BAD\IMG-20250215-WA0017-DBW5XO.jpg
datasets\BAD\IMG-20250215-WA0017-nsJAIZ.jpg,datasets\BAD\IMG-20250215-WA0017-DBW5XO.jpg
datasets\BAD\IMG-20250215-WA0017-rkLdrN.jpg,datasets\BAD\IMG-20250215-WA0017-DBW5XO.jpg
datasets\BAD\IMG-20250215-WA0017-sgnOYI.jpg,datasets\BAD\IMG-20250215-WA0017-DBW5XO.jpg
datasets\BAD\IMG-20250215-WA0017-xZjUZ0.jpg,datasets\BAD\IMG-20250215-WA0017-DBW5XO.jpg
datasets\BAD\IMG-20250215-WA0017-Y9Z2Ms.jpg,datasets\BAD\IMG-20250215-WA0017-DBW5XO.jpg
datasets\BAD\IMG-20250215-WA0017-Yx9R8g.jpg,datasets\BAD\IMG-20250215-WA0017-DBW5XO.jpg
datasets\BAD\IMG-20250215-WA0017-Zqe8oz.jpg,datasets\BAD\IMG-20250215-WA0017-DBW5XO.jpg
datasets\BAD\IMG-20250215-WA0017.jpg,datasets\BAD\IMG-20250215-WA0017-DBW5XO.jpg
datasets\BAD\IMG-20250215-WA0018-cz2uKd.jpg,datasets\BAD\IMG-20250215-WA0018-5lDb2Y.jpg
datasets\BAD\IMG-20250215-WA0018-hgOexw.jpg,datasets\BAD\IMG-20250215-WA0018-5lDb2Y.jpg
datasets\BAD\IMG-20250215-WA0018-OKqBYa.jpg,datasets\BAD\IMG-20250215-WA0018-5lDb2Y.jpg
datasets\BAD\IMG-20250215-WA0018-PRJjOp.jpg,datasets\BAD\IMG-20250215-WA0018-5lDb2Y.jpg
datasets\BAD\IMG-20250215-WA0018-U9bmhX.jpg,datasets\BAD\IMG-20250215-WA0018-5lDb2Y.jpg
datasets\BAD\IMG-20250215-WA0018-UF9xgK.jpg,datasets\BAD\IMG-20250215-WA0018-5lDb2Y.jpg
datasets\BAD\IMG-20250215-WA0018-UTUgnI.jpg,datasets\BAD\IMG-20250215-WA0018-5lDb2Y.jpg
datasets\BAD\IMG-20250215-WA0018-VUMAMq.jpg,datasets\BAD\IMG-20250215-WA0018-5lDb2Y.jpg
datasets\BAD\IMG-20250215-WA0018-VzqmAj.jpg,datasets\BAD\IMG-20250215-WA0018-5lDb2Y.jpg
datasets\BAD\IMG-20250215-WA0018.jpg,datasets\BAD\IMG-20250215-WA0018-5lDb2Y.jpg
datasets\BAD\IMG-20250215-WA0019-bst0kt.jpg,datasets\BAD\IMG-20250215-WA0019-6yuMww.jpg
datasets\BAD\IMG-20250215-WA0019-Fft6X0.jpg,datasets\BAD\IMG-20250215-WA0019-6yuMww.jpg
datasets\BAD\IMG-20250215-WA0019-iPgXwI.jpg,datasets\BAD\IMG-20250215-WA0019-6yuMww.jpg
datasets\BAD\IMG-20250215-WA0019-Kv8t8L.jpg,datasets\BAD\IMG-20250215-WA0019-6yuMww.jpg
